Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Botswana,BWA,2021-06-21,6.52,
Botswana,BWA,2021-06-25,6.69,
Botswana,BWA,2021-06-28,6.76,
Botswana,BWA,2021-07-02,6.81,
Botswana,BWA,2021-07-05,6.86,
Botswana,BWA,2021-07-09,7.04,
Botswana,BWA,2021-07-10,7.38,
Botswana,BWA,2021-07-16,8.28,
Botswana,BWA,2021-07-19,8.51,
Botswana,BWA,2021-07-23,8.93,
Botswana,BWA,2021-07-26,9.69,
Brazil,BRA,2021-01-16,0,
Brazil,BRA,2021-01-17,0,
Brazil,BRA,2021-01-18,0,
Brazil,BRA,2021-01-19,0.01,
Brazil,BRA,2021-01-20,0.01,
Brazil,BRA,2021-01-21,0.06,
Brazil,BRA,2021-01-22,0.12,
Brazil,BRA,2021-01-23,0.25,
Brazil,BRA,2021-01-24,0.28,
Brazil,BRA,2021-01-25,0.33,
Brazil,BRA,2021-01-26,0.4,
Brazil,BRA,2021-01-27,0.53,
Brazil,BRA,2021-01-28,0.68,
Brazil,BRA,2021-01-29,0.78,
Brazil,BRA,2021-01-30,0.91,
Brazil,BRA,2021-01-31,0.96,
Brazil,BRA,2021-02-01,0.99,
Brazil,BRA,2021-02-02,1.08,
Brazil,BRA,2021-02-03,1.19,
Brazil,BRA,2021-02-04,1.45,
Brazil,BRA,2021-02-05,1.45,
Brazil,BRA,2021-02-06,1.6,
Brazil,BRA,2021-02-07,1.66,
Brazil,BRA,2021-02-08,1.68,
Brazil,BRA,2021-02-09,1.78,
Brazil,BRA,2021-02-10,1.91,
Brazil,BRA,2021-02-11,2.04,
Brazil,BRA,2021-02-12,2.16,
Brazil,BRA,2021-02-13,2.33,
Brazil,BRA,2021-02-14,2.37,
Brazil,BRA,2021-02-15,2.39,
Brazil,BRA,2021-02-16,2.5,
Brazil,BRA,2021-02-17,2.51,
Brazil,BRA,2021-02-18,2.58,
Brazil,BRA,2021-02-19,2.65,
Brazil,BRA,2021-02-20,2.71,
Brazil,BRA,2021-02-21,2.74,
Brazil,BRA,2021-02-22,2.76,
Brazil,BRA,2021-02-23,2.82,
Brazil,BRA,2021-02-24,2.88,
Brazil,BRA,2021-02-25,2.92,
Brazil,BRA,2021-02-26,2.99,
Brazil,BRA,2021-02-27,3.03,
Brazil,BRA,2021-02-28,3.07,
Brazil,BRA,2021-03-01,3.08,
Brazil,BRA,2021-03-02,3.2,
Brazil,BRA,2021-03-03,3.35,
Brazil,BRA,2021-03-04,3.49,
Brazil,BRA,2021-03-05,3.62,
Brazil,BRA,2021-03-10,3.69,
Brazil,BRA,2021-03-11,3.81,
Brazil,BRA,2021-03-12,3.93,
Brazil,BRA,2021-03-13,4,
Brazil,BRA,2021-03-14,4.03,
Brazil,BRA,2021-03-15,4.2,
Brazil,BRA,2021-03-17,4.45,
Brazil,BRA,2021-03-18,4.57,
Brazil,BRA,2021-03-19,4.69,
Brazil,BRA,2021-03-20,4.75,
Brazil,BRA,2021-03-21,4.78,
Brazil,BRA,2021-03-22,4.99,
Brazil,BRA,2021-03-23,5.44,
Brazil,BRA,2021-03-24,5.72,
Brazil,BRA,2021-03-25,5.95,
Brazil,BRA,2021-03-26,6.14,
Brazil,BRA,2021-03-27,6.35,
Brazil,BRA,2021-03-28,6.43,
Brazil,BRA,2021-03-29,6.58,
Brazil,BRA,2021-03-30,6.64,
Brazil,BRA,2021-03-31,7.02,
Brazil,BRA,2021-04-02,7.57,
Brazil,BRA,2021-04-03,7.7,
Brazil,BRA,2021-04-04,7.75,
Brazil,BRA,2021-04-05,8.06,
Brazil,BRA,2021-04-06,8.37,
Brazil,BRA,2021-04-07,8.87,
Brazil,BRA,2021-04-08,9.12,
Brazil,BRA,2021-04-09,9.36,
Brazil,BRA,2021-04-10,9.65,
Brazil,BRA,2021-04-11,9.72,
Brazil,BRA,2021-04-12,9.92,
Brazil,BRA,2021-04-13,11.1,
Brazil,BRA,2021-04-14,11.38,
Brazil,BRA,2021-04-18,11.46,
Brazil,BRA,2021-04-19,11.66,
Brazil,BRA,2021-04-20,11.67,
Brazil,BRA,2021-04-21,11.72,
Brazil,BRA,2021-04-22,11.92,
Brazil,BRA,2021-04-23,12.42,
Brazil,BRA,2021-04-24,12.56,
Brazil,BRA,2021-04-25,12.64,
Brazil,BRA,2021-04-26,12.87,
Brazil,BRA,2021-04-27,13.14,
Brazil,BRA,2021-04-28,13.32,
Brazil,BRA,2021-04-29,13.54,
Brazil,BRA,2021-04-30,13.71,
Brazil,BRA,2021-05-01,13.8,
Brazil,BRA,2021-05-02,13.84,
Brazil,BRA,2021-05-03,14.05,
Brazil,BRA,2021-05-04,14.42,
Brazil,BRA,2021-05-05,14.71,
Brazil,BRA,2021-05-06,14.82,
Brazil,BRA,2021-05-07,14.92,
Brazil,BRA,2021-05-10,15.1,
Brazil,BRA,2021-05-11,15.36,
Brazil,BRA,2021-05-12,15.68,
Brazil,BRA,2021-05-13,16.04,
Brazil,BRA,2021-05-14,16.65,
Brazil,BRA,2021-05-15,16.81,
Brazil,BRA,2021-05-16,16.84,
Brazil,BRA,2021-05-17,17.1,
Brazil,BRA,2021-05-18,17.33,
Brazil,BRA,2021-05-19,17.58,
Brazil,BRA,2021-05-20,17.85,
Brazil,BRA,2021-05-25,20.09,
Brazil,BRA,2021-05-26,20.34,
Brazil,BRA,2021-05-27,20.57,
Brazil,BRA,2021-05-28,20.97,
Brazil,BRA,2021-05-29,21.15,
Brazil,BRA,2021-05-30,21.21,
Brazil,BRA,2021-05-31,21.35,
Brazil,BRA,2021-06-01,21.61,
Brazil,BRA,2021-06-02,21.88,
Brazil,BRA,2021-06-03,22.41,
Brazil,BRA,2021-06-04,22.59,
Brazil,BRA,2021-06-05,22.85,
Brazil,BRA,2021-06-06,22.96,
Brazil,BRA,2021-06-09,24.21,
Brazil,BRA,2021-06-10,24.67,
Brazil,BRA,2021-06-11,25.04,
Brazil,BRA,2021-06-13,25.64,
Brazil,BRA,2021-06-14,25.98,
Brazil,BRA,2021-06-15,26.57,
Brazil,BRA,2021-06-16,27.13,
Brazil,BRA,2021-06-17,28.26,
Brazil,BRA,2021-06-18,28.83,
Brazil,BRA,2021-06-19,29.3,
Brazil,BRA,2021-06-20,29.52,
Brazil,BRA,2021-06-21,30.13,
Brazil,BRA,2021-06-23,31.52,
Brazil,BRA,2021-06-24,32.08,
Brazil,BRA,2021-06-27,33.5,
Brazil,BRA,2021-06-28,33.54,
Brazil,BRA,2021-06-29,34.21,
Brazil,BRA,2021-07-01,35.65,
Brazil,BRA,2021-07-04,36.53,
Brazil,BRA,2021-07-05,37.14,
Brazil,BRA,2021-07-06,37.39,
Brazil,BRA,2021-07-07,38.17,
Brazil,BRA,2021-07-08,39.38,
Brazil,BRA,2021-07-09,40.08,
Brazil,BRA,2021-07-11,40.83,
Brazil,BRA,2021-07-12,41.35,
Brazil,BRA,2021-07-13,41.78,
Brazil,BRA,2021-07-14,42.42,
Brazil,BRA,2021-07-15,42.97,
Brazil,BRA,2021-07-16,43.37,
Brazil,BRA,2021-07-17,44.15,
Brazil,BRA,2021-07-18,44.26,
Brazil,BRA,2021-07-19,44.42,
Brazil,BRA,2021-07-20,44.97,
Brazil,BRA,2021-07-21,45.28,
Brazil,BRA,2021-07-22,45.83,
Brazil,BRA,2021-07-23,46.23,
Brazil,BRA,2021-07-24,46.35,
Brazil,BRA,2021-07-25,46.39,
Brazil,BRA,2021-07-26,47.22,
Brazil,BRA,2021-07-27,47.77,
Brazil,BRA,2021-07-28,48.13,
Brazil,BRA,2021-07-29,48.69,
Brazil,BRA,2021-07-30,48.74,
Brazil,BRA,2021-07-31,49.43,
British Virgin Islands,VGB,2021-05-21,37.22,
British Virgin Islands,VGB,2021-05-28,38.21,
British Virgin Islands,VGB,2021-06-11,40.5,
British Virgin Islands,VGB,2021-06-18,41.03,
British Virgin Islands,VGB,2021-06-25,41.55,
British Virgin Islands,VGB,2021-07-02,42.97,
British Virgin Islands,VGB,2021-07-09,44.45,
British Virgin Islands,VGB,2021-07-16,46.3,
British Virgin Islands,VGB,2021-07-23,51.66,
Brunei,BRN,2021-04-02,0,
Brunei,BRN,2021-04-03,0.17,
Brunei,BRN,2021-04-04,0.19,
Brunei,BRN,2021-04-05,0.28,
Brunei,BRN,2021-04-06,0.59,
Brunei,BRN,2021-04-07,0.73,
Brunei,BRN,2021-04-08,0.92,
Brunei,BRN,2021-04-09,0.99,
Brunei,BRN,2021-04-10,1.15,
Brunei,BRN,2021-04-11,1.18,
Brunei,BRN,2021-04-12,1.39,
Brunei,BRN,2021-04-13,1.52,
Brunei,BRN,2021-04-14,1.53,
Brunei,BRN,2021-04-15,1.72,
Brunei,BRN,2021-04-16,1.77,
Brunei,BRN,2021-04-17,1.93,
Brunei,BRN,2021-04-19,2.08,
Brunei,BRN,2021-04-20,2.25,
Brunei,BRN,2021-04-21,2.45,
Brunei,BRN,2021-04-22,2.63,
Brunei,BRN,2021-04-24,2.82,
Brunei,BRN,2021-04-26,2.94,
Brunei,BRN,2021-04-27,3.05,
Brunei,BRN,2021-04-28,3.18,
Brunei,BRN,2021-04-29,3.32,
Brunei,BRN,2021-05-03,3.44,
Brunei,BRN,2021-05-04,3.53,
Brunei,BRN,2021-05-05,3.65,
Brunei,BRN,2021-05-06,3.83,
Brunei,BRN,2021-05-08,4.07,
Brunei,BRN,2021-05-09,4.07,
Brunei,BRN,2021-05-10,4.37,
Brunei,BRN,2021-05-11,4.62,
Brunei,BRN,2021-05-18,5.09,
Brunei,BRN,2021-05-21,5.72,
Brunei,BRN,2021-05-22,6.22,
Brunei,BRN,2021-05-23,6.22,
Brunei,BRN,2021-05-24,6.77,
Brunei,BRN,2021-05-25,7.37,
Brunei,BRN,2021-05-26,8.07,
Brunei,BRN,2021-05-27,8.78,
Brunei,BRN,2021-05-28,8.79,
Brunei,BRN,2021-05-29,9.52,
Brunei,BRN,2021-06-02,10.01,
Brunei,BRN,2021-06-07,10.75,
Brunei,BRN,2021-06-09,11.14,
Brunei,BRN,2021-06-10,11.37,
Brunei,BRN,2021-06-11,11.39,
Brunei,BRN,2021-06-13,11.62,
Brunei,BRN,2021-06-14,11.87,
Brunei,BRN,2021-06-17,12.38,
Brunei,BRN,2021-06-18,12.39,
Brunei,BRN,2021-06-19,12.57,
Brunei,BRN,2021-06-21,13.11,
Brunei,BRN,2021-06-26,14.5,
Brunei,BRN,2021-06-28,15.11,
Brunei,BRN,2021-06-29,15.5,
Brunei,BRN,2021-06-30,15.94,
Brunei,BRN,2021-07-01,16.53,
Brunei,BRN,2021-07-02,16.61,
Brunei,BRN,2021-07-03,17.28,
Brunei,BRN,2021-07-04,17.54,
Brunei,BRN,2021-07-05,18.3,
Brunei,BRN,2021-07-06,19.1,
Brunei,BRN,2021-07-07,19.89,
Brunei,BRN,2021-07-08,20.69,
Brunei,BRN,2021-07-09,20.83,
Brunei,BRN,2021-07-13,23.45,
Brunei,BRN,2021-07-16,24.36,
Brunei,BRN,2021-07-19,25.99,
Brunei,BRN,2021-07-21,26.69,
Brunei,BRN,2021-07-23,27.37,
Brunei,BRN,2021-07-24,27.94,
Brunei,BRN,2021-07-25,28.2,
Brunei,BRN,2021-07-26,28.81,
Brunei,BRN,2021-07-28,29.82,
Brunei,BRN,2021-07-29,30.27,
Brunei,BRN,2021-07-30,30.35,
Brunei,BRN,2021-07-31,30.82,
Bulgaria,BGR,2020-12-29,0.02,
Bulgaria,BGR,2020-12-30,0.07,
Bulgaria,BGR,2021-01-01,0.07,
Bulgaria,BGR,2021-01-05,0.08,
Bulgaria,BGR,2021-01-06,0.11,
Bulgaria,BGR,2021-01-07,0.16,
Bulgaria,BGR,2021-01-08,0.19,
Bulgaria,BGR,2021-01-09,0.19,
Bulgaria,BGR,2021-01-11,0.2,
Bulgaria,BGR,2021-01-12,0.23,
Bulgaria,BGR,2021-01-13,0.25,
Bulgaria,BGR,2021-01-14,0.25,
Bulgaria,BGR,2021-01-15,0.26,
Bulgaria,BGR,2021-01-16,0.26,
Bulgaria,BGR,2021-01-17,0.27,
Bulgaria,BGR,2021-01-18,0.27,
Bulgaria,BGR,2021-01-19,0.27,
Bulgaria,BGR,2021-01-20,0.29,
Bulgaria,BGR,2021-01-21,0.3,
Bulgaria,BGR,2021-01-22,0.31,
Bulgaria,BGR,2021-01-23,0.31,
Bulgaria,BGR,2021-01-24,0.31,
Bulgaria,BGR,2021-01-25,0.32,
Bulgaria,BGR,2021-01-26,0.34,
Bulgaria,BGR,2021-01-27,0.36,
Bulgaria,BGR,2021-01-28,0.39,
Bulgaria,BGR,2021-01-29,0.4,
Bulgaria,BGR,2021-01-30,0.4,
Bulgaria,BGR,2021-01-31,0.4,
Bulgaria,BGR,2021-02-01,0.42,
Bulgaria,BGR,2021-02-02,0.44,
Bulgaria,BGR,2021-02-03,0.48,
Bulgaria,BGR,2021-02-04,0.53,
Bulgaria,BGR,2021-02-05,0.57,
Bulgaria,BGR,2021-02-06,0.57,
Bulgaria,BGR,2021-02-07,0.57,
Bulgaria,BGR,2021-02-08,0.6,
Bulgaria,BGR,2021-02-09,0.64,
Bulgaria,BGR,2021-02-10,0.68,
Bulgaria,BGR,2021-02-11,0.74,
Bulgaria,BGR,2021-02-12,0.78,
Bulgaria,BGR,2021-02-13,0.79,
Bulgaria,BGR,2021-02-14,0.79,
Bulgaria,BGR,2021-02-15,0.81,
Bulgaria,BGR,2021-02-16,0.84,
Bulgaria,BGR,2021-02-17,0.89,
Bulgaria,BGR,2021-02-18,0.94,
Bulgaria,BGR,2021-02-19,1.12,
Bulgaria,BGR,2021-02-20,1.17,
Bulgaria,BGR,2021-02-21,1.33,
Bulgaria,BGR,2021-02-22,1.48,
Bulgaria,BGR,2021-02-23,1.71,
Bulgaria,BGR,2021-02-24,1.96,
Bulgaria,BGR,2021-02-25,2.21,
Bulgaria,BGR,2021-02-26,2.41,
Bulgaria,BGR,2021-02-27,2.48,
Bulgaria,BGR,2021-02-28,2.52,
Bulgaria,BGR,2021-03-01,2.66,
Bulgaria,BGR,2021-03-02,2.91,
Bulgaria,BGR,2021-03-03,2.97,
Bulgaria,BGR,2021-03-04,3.19,
Bulgaria,BGR,2021-03-05,3.38,
Bulgaria,BGR,2021-03-06,3.41,
Bulgaria,BGR,2021-03-07,3.43,
Bulgaria,BGR,2021-03-08,3.5,
Bulgaria,BGR,2021-03-09,3.61,
Bulgaria,BGR,2021-03-10,3.69,
Bulgaria,BGR,2021-03-11,3.89,
Bulgaria,BGR,2021-03-12,4.02,
Bulgaria,BGR,2021-03-13,4.03,
Bulgaria,BGR,2021-03-14,4.04,
Bulgaria,BGR,2021-03-15,4.05,
Bulgaria,BGR,2021-03-16,4.09,
Bulgaria,BGR,2021-03-17,4.13,
Bulgaria,BGR,2021-03-18,4.16,
Bulgaria,BGR,2021-03-19,4.22,
Bulgaria,BGR,2021-03-20,4.26,
Bulgaria,BGR,2021-03-21,4.28,
Bulgaria,BGR,2021-03-22,4.35,
Bulgaria,BGR,2021-03-23,4.47,
Bulgaria,BGR,2021-03-24,4.62,
Bulgaria,BGR,2021-03-25,4.78,
Bulgaria,BGR,2021-03-26,4.94,
Bulgaria,BGR,2021-03-27,4.99,
Bulgaria,BGR,2021-03-28,5.01,
Bulgaria,BGR,2021-03-29,5.11,
Bulgaria,BGR,2021-03-30,5.26,
Bulgaria,BGR,2021-03-31,5.43,
Bulgaria,BGR,2021-04-01,5.59,
Bulgaria,BGR,2021-04-02,5.73,
Bulgaria,BGR,2021-04-03,5.78,
Bulgaria,BGR,2021-04-04,5.8,
Bulgaria,BGR,2021-04-05,5.87,
Bulgaria,BGR,2021-04-06,5.97,
Bulgaria,BGR,2021-04-07,6.13,
Bulgaria,BGR,2021-04-08,6.37,
Bulgaria,BGR,2021-04-09,6.54,
Bulgaria,BGR,2021-04-10,6.59,
Bulgaria,BGR,2021-04-11,6.61,
Bulgaria,BGR,2021-04-12,6.7,
Bulgaria,BGR,2021-04-13,6.82,
Bulgaria,BGR,2021-04-14,6.99,
Bulgaria,BGR,2021-04-15,7.15,
Bulgaria,BGR,2021-04-16,7.3,
Bulgaria,BGR,2021-04-17,7.33,
Bulgaria,BGR,2021-04-18,7.34,
Bulgaria,BGR,2021-04-19,7.4,
Bulgaria,BGR,2021-04-20,7.51,
Bulgaria,BGR,2021-04-21,7.68,
Bulgaria,BGR,2021-04-22,7.87,
Bulgaria,BGR,2021-04-23,8.01,
Bulgaria,BGR,2021-04-24,8.04,
Bulgaria,BGR,2021-04-25,8.05,
Bulgaria,BGR,2021-04-26,8.12,
Bulgaria,BGR,2021-04-27,8.25,
Bulgaria,BGR,2021-04-28,8.43,
Bulgaria,BGR,2021-04-29,8.57,
Bulgaria,BGR,2021-04-30,8.67,
Bulgaria,BGR,2021-05-01,8.72,
Bulgaria,BGR,2021-05-02,8.76,
Bulgaria,BGR,2021-05-03,8.83,
Bulgaria,BGR,2021-05-04,8.91,
Bulgaria,BGR,2021-05-05,9.01,
Bulgaria,BGR,2021-05-06,9.06,
Bulgaria,BGR,2021-05-07,9.19,
Bulgaria,BGR,2021-05-08,9.25,
Bulgaria,BGR,2021-05-09,9.3,
Bulgaria,BGR,2021-05-10,9.38,
Bulgaria,BGR,2021-05-11,9.52,
Bulgaria,BGR,2021-05-12,9.69,
Bulgaria,BGR,2021-05-13,9.87,
Bulgaria,BGR,2021-05-14,10.04,
Bulgaria,BGR,2021-05-15,10.08,
Bulgaria,BGR,2021-05-16,10.1,
Bulgaria,BGR,2021-05-17,10.2,
Bulgaria,BGR,2021-05-18,10.36,
Bulgaria,BGR,2021-05-19,10.55,
Bulgaria,BGR,2021-05-20,10.74,
Bulgaria,BGR,2021-05-21,10.88,
Bulgaria,BGR,2021-05-22,10.91,
Bulgaria,BGR,2021-05-23,10.93,
Bulgaria,BGR,2021-05-24,10.95,
Bulgaria,BGR,2021-05-25,11.03,
Bulgaria,BGR,2021-05-26,11.18,
Bulgaria,BGR,2021-05-27,11.34,
Bulgaria,BGR,2021-05-28,11.47,
Bulgaria,BGR,2021-05-29,11.5,
Bulgaria,BGR,2021-05-30,11.53,
Bulgaria,BGR,2021-05-31,11.59,
Bulgaria,BGR,2021-06-01,11.69,
Bulgaria,BGR,2021-06-02,11.79,
Bulgaria,BGR,2021-06-03,11.91,
Bulgaria,BGR,2021-06-04,12.01,
Bulgaria,BGR,2021-06-05,12.05,
Bulgaria,BGR,2021-06-06,12.09,
Bulgaria,BGR,2021-06-07,12.15,
Bulgaria,BGR,2021-06-08,12.26,
Bulgaria,BGR,2021-06-09,12.38,
Bulgaria,BGR,2021-06-10,12.49,
Bulgaria,BGR,2021-06-11,12.58,
Bulgaria,BGR,2021-06-12,12.62,
Bulgaria,BGR,2021-06-13,12.64,
Bulgaria,BGR,2021-06-14,12.7,
Bulgaria,BGR,2021-06-15,12.79,
Bulgaria,BGR,2021-06-16,12.89,
Bulgaria,BGR,2021-06-17,12.98,
Bulgaria,BGR,2021-06-18,13.06,
Bulgaria,BGR,2021-06-19,13.09,
Bulgaria,BGR,2021-06-20,13.12,
Bulgaria,BGR,2021-06-21,13.17,
Bulgaria,BGR,2021-06-22,13.26,
Bulgaria,BGR,2021-06-23,13.35,
Bulgaria,BGR,2021-06-24,13.43,
Bulgaria,BGR,2021-06-25,13.51,
Bulgaria,BGR,2021-06-26,13.53,
Bulgaria,BGR,2021-06-27,13.55,
Bulgaria,BGR,2021-06-28,13.6,
Bulgaria,BGR,2021-06-29,13.68,
Bulgaria,BGR,2021-06-30,13.76,
Bulgaria,BGR,2021-07-01,13.84,
Bulgaria,BGR,2021-07-02,13.92,
Bulgaria,BGR,2021-07-03,13.94,
Bulgaria,BGR,2021-07-04,13.96,
Bulgaria,BGR,2021-07-05,14.02,
Bulgaria,BGR,2021-07-06,14.11,
Bulgaria,BGR,2021-07-07,14.21,
Bulgaria,BGR,2021-07-08,14.3,
Bulgaria,BGR,2021-07-09,14.4,
Bulgaria,BGR,2021-07-10,14.43,
Bulgaria,BGR,2021-07-11,14.45,
Bulgaria,BGR,2021-07-12,14.52,
Bulgaria,BGR,2021-07-27,14.56,
Bulgaria,BGR,2021-07-28,14.64,
Bulgaria,BGR,2021-07-29,14.71,
Bulgaria,BGR,2021-07-30,14.78,
Bulgaria,BGR,2021-07-31,14.8,
Bulgaria,BGR,2021-08-01,14.81,
Burkina Faso,BFA,2021-06-02,0,
Burkina Faso,BFA,2021-06-10,0.04,
Burkina Faso,BFA,2021-06-14,0.09,
Burkina Faso,BFA,2021-06-28,0.12,
Burkina Faso,BFA,2021-07-24,0.17,
Cambodia,KHM,2021-02-09,0,
Cambodia,KHM,2021-02-10,0,
Cambodia,KHM,2021-02-12,0.01,
Cambodia,KHM,2021-02-15,0.04,
Cambodia,KHM,2021-02-16,0.07,
Cambodia,KHM,2021-02-17,0.07,
Cambodia,KHM,2021-02-18,0.1,
Cambodia,KHM,2021-02-19,0.13,
Cambodia,KHM,2021-02-21,0.17,
Cambodia,KHM,2021-02-22,0.22,
Cambodia,KHM,2021-02-23,0.27,
Cambodia,KHM,2021-02-24,0.32,
Cambodia,KHM,2021-02-25,0.36,
Cambodia,KHM,2021-02-26,0.38,
Cambodia,KHM,2021-02-28,0.41,
Cambodia,KHM,2021-03-01,0.51,
Cambodia,KHM,2021-03-02,0.65,
Cambodia,KHM,2021-03-03,0.75,
Cambodia,KHM,2021-03-04,0.84,
Cambodia,KHM,2021-03-05,0.92,
Cambodia,KHM,2021-03-06,0.97,
Cambodia,KHM,2021-03-07,1,
Cambodia,KHM,2021-03-08,1.05,
Cambodia,KHM,2021-03-09,1.12,
Cambodia,KHM,2021-03-10,1.28,
Cambodia,KHM,2021-03-11,1.42,
Cambodia,KHM,2021-03-12,1.53,
Cambodia,KHM,2021-03-13,1.62,
Cambodia,KHM,2021-03-14,1.67,
Cambodia,KHM,2021-03-15,1.71,
Cambodia,KHM,2021-03-16,1.78,
Cambodia,KHM,2021-03-17,1.84,
Cambodia,KHM,2021-03-19,1.9,
Cambodia,KHM,2021-03-20,1.93,
Cambodia,KHM,2021-03-21,1.94,
Cambodia,KHM,2021-03-22,1.96,
Cambodia,KHM,2021-03-23,2,
Cambodia,KHM,2021-03-24,2.05,
Cambodia,KHM,2021-03-25,2.12,
Cambodia,KHM,2021-03-26,2.19,
Cambodia,KHM,2021-03-27,2.25,
Cambodia,KHM,2021-03-28,2.29,
Cambodia,KHM,2021-03-29,2.34,
Cambodia,KHM,2021-03-30,2.4,
Cambodia,KHM,2021-03-31,2.44,
Cambodia,KHM,2021-04-01,2.57,
Cambodia,KHM,2021-04-02,2.85,
Cambodia,KHM,2021-04-03,3.17,
Cambodia,KHM,2021-04-04,3.48,
Cambodia,KHM,2021-04-05,3.8,
Cambodia,KHM,2021-04-06,4.14,
Cambodia,KHM,2021-04-07,4.52,
Cambodia,KHM,2021-04-08,4.87,
Cambodia,KHM,2021-04-09,5.46,
Cambodia,KHM,2021-04-10,5.81,
Cambodia,KHM,2021-04-11,6.09,
Cambodia,KHM,2021-04-12,6.58,
Cambodia,KHM,2021-04-13,7,
Cambodia,KHM,2021-04-14,7.2,
Cambodia,KHM,2021-04-15,7.32,
Cambodia,KHM,2021-04-16,7.43,
Cambodia,KHM,2021-04-17,7.5,
Cambodia,KHM,2021-04-18,7.52,
Cambodia,KHM,2021-04-19,7.63,
Cambodia,KHM,2021-04-20,7.64,
Cambodia,KHM,2021-04-21,7.66,
Cambodia,KHM,2021-04-22,7.66,
Cambodia,KHM,2021-04-23,7.67,
Cambodia,KHM,2021-04-24,7.74,
Cambodia,KHM,2021-04-25,7.75,
Cambodia,KHM,2021-04-26,7.75,
Cambodia,KHM,2021-04-27,7.77,
Cambodia,KHM,2021-04-29,7.95,
Cambodia,KHM,2021-04-30,8.01,
Cambodia,KHM,2021-05-01,8.16,
Cambodia,KHM,2021-05-02,8.51,
Cambodia,KHM,2021-05-03,8.77,
Cambodia,KHM,2021-05-04,9.06,
Cambodia,KHM,2021-05-05,9.36,
Cambodia,KHM,2021-05-06,9.61,
Cambodia,KHM,2021-05-07,9.95,
Cambodia,KHM,2021-05-08,10.28,
Cambodia,KHM,2021-05-09,10.61,
Cambodia,KHM,2021-05-10,10.92,
Cambodia,KHM,2021-05-11,11.23,
Cambodia,KHM,2021-05-12,11.6,
Cambodia,KHM,2021-05-13,11.94,
Cambodia,KHM,2021-05-14,12.2,
Cambodia,KHM,2021-05-15,12.36,
Cambodia,KHM,2021-05-16,12.45,
Cambodia,KHM,2021-05-17,12.56,
Cambodia,KHM,2021-05-18,12.76,
Cambodia,KHM,2021-05-19,12.97,
Cambodia,KHM,2021-05-20,13.15,
Cambodia,KHM,2021-05-21,13.32,
Cambodia,KHM,2021-05-22,13.48,
Cambodia,KHM,2021-05-23,13.58,
Cambodia,KHM,2021-05-24,13.64,
Cambodia,KHM,2021-05-25,13.8,
Cambodia,KHM,2021-05-26,14.13,
Cambodia,KHM,2021-05-27,14.46,
Cambodia,KHM,2021-05-28,14.74,
Cambodia,KHM,2021-05-29,15.04,
Cambodia,KHM,2021-05-30,15.36,
Cambodia,KHM,2021-05-31,15.7,
Cambodia,KHM,2021-06-01,15.84,
Cambodia,KHM,2021-06-02,15.94,
Cambodia,KHM,2021-06-03,16.08,
Cambodia,KHM,2021-06-04,16.21,
Cambodia,KHM,2021-06-05,16.36,
Cambodia,KHM,2021-06-06,16.47,
Cambodia,KHM,2021-06-07,16.55,
Cambodia,KHM,2021-06-08,16.57,
Cambodia,KHM,2021-06-09,16.57,
Cambodia,KHM,2021-06-10,16.72,
Cambodia,KHM,2021-06-11,16.97,
Cambodia,KHM,2021-06-12,17.26,
Cambodia,KHM,2021-06-13,17.58,
Cambodia,KHM,2021-06-14,17.95,
Cambodia,KHM,2021-06-15,18.4,
Cambodia,KHM,2021-06-16,18.77,
Cambodia,KHM,2021-06-17,19.14,
Cambodia,KHM,2021-06-18,19.49,
Cambodia,KHM,2021-06-19,19.8,
Cambodia,KHM,2021-06-20,20.13,
Cambodia,KHM,2021-06-21,20.43,
Cambodia,KHM,2021-06-22,21.04,
Cambodia,KHM,2021-06-23,21.65,
Cambodia,KHM,2021-06-24,22.22,
Cambodia,KHM,2021-06-25,22.75,
Cambodia,KHM,2021-06-26,23.25,
Cambodia,KHM,2021-06-27,23.66,
Cambodia,KHM,2021-06-28,24.04,
Cambodia,KHM,2021-06-29,24.52,
Cambodia,KHM,2021-06-30,25.14,
Cambodia,KHM,2021-07-01,25.75,
Cambodia,KHM,2021-07-02,26.27,
Cambodia,KHM,2021-07-03,26.73,
Cambodia,KHM,2021-07-04,27.13,
Cambodia,KHM,2021-07-05,27.51,
Cambodia,KHM,2021-07-06,27.84,
Cambodia,KHM,2021-07-07,28.12,
Cambodia,KHM,2021-07-08,28.41,
Cambodia,KHM,2021-07-09,28.67,
Cambodia,KHM,2021-07-10,28.98,
Cambodia,KHM,2021-07-11,29.33,
Cambodia,KHM,2021-07-12,29.89,
Cambodia,KHM,2021-07-13,30.53,
Cambodia,KHM,2021-07-14,31.34,
Cambodia,KHM,2021-07-15,32.4,
Cambodia,KHM,2021-07-16,33.5,
Cambodia,KHM,2021-07-17,34.5,
Cambodia,KHM,2021-07-18,35.36,
Cambodia,KHM,2021-07-19,36.25,
Cambodia,KHM,2021-07-20,37.1,
Cambodia,KHM,2021-07-21,37.89,
Cambodia,KHM,2021-07-22,38.61,
Cambodia,KHM,2021-07-23,39.19,
Cambodia,KHM,2021-07-24,39.77,
Cambodia,KHM,2021-07-25,40.32,
Cambodia,KHM,2021-07-26,40.91,
Cambodia,KHM,2021-07-27,41.52,
Cambodia,KHM,2021-07-28,42.13,
Cambodia,KHM,2021-07-29,42.65,
